antecedents,consequents,support,confidence,lift
"{np.str_('Coke'), np.str_('Soup')}",{np.str_('Burger')},0.093,0.11,1.02
{np.str_('Soup')},{np.str_('Fries')},0.23,0.13,0.96
"{np.str_('Soup'), np.str_('Sandwich')}",{np.str_('Fries')},0.202,0.16,1.22
{np.str_('IceCream')},{np.str_('Sandwich')},0.222,0.59,1.09
"{np.str_('Pasta'), np.str_('IceCream')}",{np.str_('Fries')},0.097,0.29,1.14
"{np.str_('Soup'), np.str_('IceCream')}",{np.str_('Fries')},0.193,0.24,1.42
{np.str_('Burger')},{np.str_('Pizza')},0.299,0.58,1.4
"{np.str_('Coke'), np.str_('Salad')}",{np.str_('Burger')},0.217,0.13,1.01
"{np.str_('Ketchup'), np.str_('Pasta')}",{np.str_('Soup')},0.069,0.61,1.03
"{np.str_('Ketchup'), np.str_('Coke')}",{np.str_('Pizza')},0.08,0.75,1.31
{np.str_('Burger')},{np.str_('Coke')},0.266,0.47,1.0
"{np.str_('Ketchup'), np.str_('IceCream')}",{np.str_('Soup')},0.296,0.58,1.27
{np.str_('Pasta')},{np.str_('Coke')},0.035,0.47,0.92
{np.str_('IceCream')},{np.str_('Soup')},0.225,0.28,1.24
"{np.str_('Coke'), np.str_('Soup')}",{np.str_('Fries')},0.022,0.37,1.36
"{np.str_('Fries'), np.str_('Sandwich')}",{np.str_('Pizza')},0.077,0.25,1.09
{np.str_('Pizza')},{np.str_('Salad')},0.259,0.57,1.06
{np.str_('Burger')},{np.str_('Ketchup')},0.035,0.36,1.06
"{np.str_('Coke'), np.str_('Pasta')}",{np.str_('Fries')},0.093,0.79,1.17
{np.str_('Pizza')},{np.str_('Sandwich')},0.142,0.31,1.42
"{np.str_('Fries'), np.str_('Coke')}",{np.str_('Sandwich')},0.133,0.23,1.05
"{np.str_('Ketchup'), np.str_('Pasta')}",{np.str_('Pizza')},0.139,0.5,1.38
"{np.str_('Ketchup'), np.str_('IceCream')}",{np.str_('Pasta')},0.114,0.78,0.91
"{np.str_('Coke'), np.str_('Burger')}",{np.str_('IceCream')},0.215,0.4,1.35
"{np.str_('Pizza'), np.str_('Ketchup')}",{np.str_('Burger')},0.136,0.39,1.41
"{np.str_('Coke'), np.str_('Soup')}",{np.str_('Pasta')},0.257,0.34,1.1
"{np.str_('Fries'), np.str_('Pizza')}",{np.str_('Sandwich')},0.155,0.87,1.36
{np.str_('Salad')},{np.str_('Burger')},0.071,0.76,1.25
"{np.str_('Burger'), np.str_('Pasta')}",{np.str_('Ketchup')},0.142,0.46,1.41
{np.str_('Ketchup')},{np.str_('Pizza')},0.101,0.78,1.41
{np.str_('Sandwich')},{np.str_('IceCream')},0.114,0.36,1.02
{np.str_('Fries')},{np.str_('IceCream')},0.032,0.82,0.98
{np.str_('Pizza')},{np.str_('IceCream')},0.029,0.52,1.44
{np.str_('Fries')},{np.str_('Salad')},0.195,0.75,0.96
{np.str_('Soup')},{np.str_('Fries')},0.049,0.67,1.17
"{np.str_('IceCream'), np.str_('Salad')}",{np.str_('Pizza')},0.033,0.29,1.38
{np.str_('Soup')},{np.str_('Ketchup')},0.199,0.81,0.88
"{np.str_('Burger'), np.str_('Soup')}",{np.str_('Pizza')},0.06,0.69,1.05
"{np.str_('Coke'), np.str_('Soup')}",{np.str_('IceCream')},0.103,0.73,0.82
{np.str_('Ketchup')},{np.str_('Salad')},0.082,0.35,1.14
"{np.str_('Ketchup'), np.str_('Pasta')}",{np.str_('Coke')},0.108,0.27,0.95
"{np.str_('Burger'), np.str_('Soup')}",{np.str_('Fries')},0.011,0.83,0.81
{np.str_('Sandwich')},{np.str_('Salad')},0.125,0.48,1.21
{np.str_('IceCream')},{np.str_('Burger')},0.139,0.79,1.13
{np.str_('Ketchup')},{np.str_('Pizza')},0.293,0.76,0.95
"{np.str_('Burger'), np.str_('Sandwich')}",{np.str_('Pizza')},0.089,0.13,1.41
{np.str_('Salad')},{np.str_('Soup')},0.141,0.43,0.93
{np.str_('Sandwich')},{np.str_('Salad')},0.134,0.66,1.3
"{np.str_('Coke'), np.str_('Burger')}",{np.str_('Fries')},0.208,0.72,1.01
{np.str_('Soup')},{np.str_('Ketchup')},0.067,0.47,1.29
{np.str_('Salad')},{np.str_('Fries')},0.254,0.57,1.05
"{np.str_('Pasta'), np.str_('Sandwich')}",{np.str_('Soup')},0.184,0.38,1.5
"{np.str_('Pasta'), np.str_('Salad')}",{np.str_('Sandwich')},0.21,0.12,1.0
"{np.str_('Pizza'), np.str_('Sandwich')}",{np.str_('Salad')},0.193,0.25,1.17
"{np.str_('Pizza'), np.str_('Burger')}",{np.str_('Soup')},0.081,0.19,1.17
{np.str_('Pizza')},{np.str_('Ketchup')},0.011,0.44,0.93
"{np.str_('Pizza'), np.str_('Salad')}",{np.str_('Sandwich')},0.035,0.65,0.95
{np.str_('Salad')},{np.str_('Coke')},0.064,0.73,0.93
{np.str_('IceCream')},{np.str_('Burger')},0.09,0.61,1.1
"{np.str_('Pizza'), np.str_('Salad')}",{np.str_('Ketchup')},0.133,0.73,0.95
"{np.str_('Burger'), np.str_('Sandwich')}",{np.str_('Salad')},0.048,0.58,1.49
"{np.str_('Coke'), np.str_('Sandwich')}",{np.str_('Pizza')},0.259,0.75,1.33
{np.str_('Sandwich')},{np.str_('Fries')},0.078,0.65,1.19
"{np.str_('Pizza'), np.str_('Ketchup')}",{np.str_('IceCream')},0.093,0.34,1.2
{np.str_('Salad')},{np.str_('Ketchup')},0.113,0.29,1.1
"{np.str_('IceCream'), np.str_('Soup')}",{np.str_('Burger')},0.118,0.26,0.96
{np.str_('IceCream')},{np.str_('Pizza')},0.087,0.2,1.43
"{np.str_('Pizza'), np.str_('Salad')}",{np.str_('Burger')},0.281,0.66,1.2
{np.str_('Coke')},{np.str_('Pizza')},0.232,0.16,1.45
"{np.str_('Ketchup'), np.str_('Coke')}",{np.str_('Pasta')},0.041,0.58,0.9
{np.str_('Salad')},{np.str_('IceCream')},0.063,0.54,1.13
{np.str_('Pizza')},{np.str_('Fries')},0.143,0.36,0.98
{np.str_('Pizza')},{np.str_('Burger')},0.091,0.79,1.0
{np.str_('Pizza')},{np.str_('Soup')},0.298,0.12,1.03
{np.str_('Soup')},{np.str_('Burger')},0.293,0.51,0.95
"{np.str_('Burger'), np.str_('IceCream')}",{np.str_('Pasta')},0.077,0.82,1.21
{np.str_('Pizza')},{np.str_('IceCream')},0.216,0.18,0.8
{np.str_('Pasta')},{np.str_('IceCream')},0.037,0.63,1.14
{np.str_('IceCream')},{np.str_('Soup')},0.259,0.4,0.89
{np.str_('Ketchup')},{np.str_('Burger')},0.292,0.84,0.88
{np.str_('Pasta')},{np.str_('Burger')},0.055,0.39,0.81
{np.str_('Burger')},{np.str_('Sandwich')},0.116,0.79,1.06
{np.str_('Ketchup')},{np.str_('Fries')},0.13,0.72,1.44
"{np.str_('Pizza'), np.str_('Soup')}",{np.str_('Salad')},0.27,0.18,1.49
"{np.str_('Fries'), np.str_('Salad')}",{np.str_('IceCream')},0.241,0.39,1.08
"{np.str_('Fries'), np.str_('Sandwich')}",{np.str_('Pizza')},0.172,0.24,1.13
{np.str_('Pasta')},{np.str_('IceCream')},0.052,0.72,1.43
{np.str_('Pizza')},{np.str_('Fries')},0.175,0.49,1.26
"{np.str_('Ketchup'), np.str_('IceCream')}",{np.str_('Pizza')},0.12,0.31,1.25
{np.str_('Burger')},{np.str_('IceCream')},0.093,0.54,1.07
{np.str_('Fries')},{np.str_('Pasta')},0.053,0.38,1.18
{np.str_('Burger')},{np.str_('Pasta')},0.276,0.21,1.42
"{np.str_('Coke'), np.str_('Pasta')}",{np.str_('Soup')},0.226,0.62,1.49
"{np.str_('Ketchup'), np.str_('Burger')}",{np.str_('Fries')},0.107,0.69,1.26
{np.str_('Burger')},{np.str_('Sandwich')},0.245,0.84,1.24
{np.str_('Pasta')},{np.str_('Burger')},0.09,0.19,1.08
"{np.str_('Ketchup'), np.str_('IceCream')}",{np.str_('Sandwich')},0.066,0.48,1.16
"{np.str_('Pizza'), np.str_('Ketchup')}",{np.str_('Salad')},0.113,0.47,0.99
"{np.str_('Fries'), np.str_('Salad')}",{np.str_('Sandwich')},0.146,0.43,1.4
"{np.str_('Coke'), np.str_('Burger')}",{np.str_('Fries')},0.214,0.17,1.1
"{np.str_('Fries'), np.str_('Sandwich')}",{np.str_('Pasta')},0.105,0.21,1.18
{np.str_('Sandwich')},{np.str_('Coke')},0.299,0.78,0.97
{np.str_('Burger')},{np.str_('Pizza')},0.137,0.42,0.81
"{np.str_('Fries'), np.str_('Sandwich')}",{np.str_('Burger')},0.023,0.41,1.43
{np.str_('Pasta')},{np.str_('Ketchup')},0.148,0.78,1.15
"{np.str_('Burger'), np.str_('IceCream')}",{np.str_('Coke')},0.073,0.59,0.87
"{np.str_('Coke'), np.str_('Pasta')}",{np.str_('Burger')},0.144,0.42,1.41
{np.str_('IceCream')},{np.str_('Sandwich')},0.029,0.53,1.12
{np.str_('IceCream')},{np.str_('Pasta')},0.298,0.46,0.92
{np.str_('Coke')},{np.str_('Fries')},0.177,0.25,1.39
{np.str_('Pizza')},{np.str_('Soup')},0.029,0.69,1.39
"{np.str_('Ketchup'), np.str_('Burger')}",{np.str_('Soup')},0.192,0.33,1.06
"{np.str_('IceCream'), np.str_('Salad')}",{np.str_('Burger')},0.27,0.56,1.44
"{np.str_('Burger'), np.str_('Coke')}",{np.str_('Fries')},0.014,0.31,0.82
{np.str_('Coke')},{np.str_('Salad')},0.106,0.56,1.07
{np.str_('Sandwich')},{np.str_('Burger')},0.256,0.59,1.1
{np.str_('Pizza')},{np.str_('Salad')},0.147,0.61,0.98
"{np.str_('Fries'), np.str_('Sandwich')}",{np.str_('Salad')},0.044,0.72,1.07
"{np.str_('Sandwich'), np.str_('Salad')}",{np.str_('Fries')},0.206,0.83,1.4
"{np.str_('Fries'), np.str_('Coke')}",{np.str_('Sandwich')},0.059,0.19,1.45
"{np.str_('IceCream'), np.str_('Sandwich')}",{np.str_('Fries')},0.18,0.87,1.28
"{np.str_('Coke'), np.str_('Soup')}",{np.str_('Fries')},0.136,0.35,1.17
{np.str_('Pasta')},{np.str_('Ketchup')},0.232,0.72,1.31
{np.str_('Salad')},{np.str_('IceCream')},0.034,0.55,1.14
"{np.str_('Soup'), np.str_('Salad')}",{np.str_('IceCream')},0.081,0.32,1.2
{np.str_('Soup')},{np.str_('Ketchup')},0.299,0.23,1.39
"{np.str_('Burger'), np.str_('IceCream')}",{np.str_('Fries')},0.121,0.29,1.27
"{np.str_('IceCream'), np.str_('Salad')}",{np.str_('Pasta')},0.205,0.36,1.48
"{np.str_('Ketchup'), np.str_('Salad')}",{np.str_('Fries')},0.044,0.53,1.22
"{np.str_('Fries'), np.str_('Burger')}",{np.str_('Ketchup')},0.087,0.73,1.16
"{np.str_('Pizza'), np.str_('Ketchup')}",{np.str_('Soup')},0.042,0.71,1.16
"{np.str_('Pizza'), np.str_('Fries')}",{np.str_('Soup')},0.083,0.76,0.91
{np.str_('Soup')},{np.str_('Fries')},0.09,0.44,0.84
"{np.str_('Burger'), np.str_('Pasta')}",{np.str_('Ketchup')},0.267,0.19,1.11
"{np.str_('Fries'), np.str_('Salad')}",{np.str_('Sandwich')},0.207,0.74,1.48
"{np.str_('Coke'), np.str_('Sandwich')}",{np.str_('Fries')},0.263,0.62,1.13
{np.str_('Soup')},{np.str_('Pizza')},0.05,0.66,1.34
"{np.str_('Pizza'), np.str_('Coke')}",{np.str_('Ketchup')},0.26,0.62,0.95
{np.str_('Salad')},{np.str_('Coke')},0.286,0.29,1.01
{np.str_('Soup')},{np.str_('IceCream')},0.042,0.65,1.33
{np.str_('Coke')},{np.str_('Ketchup')},0.092,0.84,1.38
"{np.str_('Pizza'), np.str_('Soup')}",{np.str_('Coke')},0.254,0.76,1.27
"{np.str_('Pizza'), np.str_('Burger')}",{np.str_('Coke')},0.041,0.65,1.06
{np.str_('Salad')},{np.str_('Burger')},0.241,0.2,1.03
{np.str_('Pasta')},{np.str_('Fries')},0.07,0.28,1.34
"{np.str_('Coke'), np.str_('Soup')}",{np.str_('Burger')},0.058,0.75,1.28
{np.str_('Pizza')},{np.str_('Pasta')},0.285,0.27,1.11
"{np.str_('Soup'), np.str_('IceCream')}",{np.str_('Coke')},0.107,0.16,1.05
{np.str_('Sandwich')},{np.str_('Burger')},0.25,0.3,1.18
"{np.str_('Pizza'), np.str_('Pasta')}",{np.str_('Soup')},0.154,0.86,1.46
{np.str_('Pizza')},{np.str_('Salad')},0.082,0.68,1.4
{np.str_('Soup')},{np.str_('Coke')},0.034,0.76,0.87
{np.str_('Coke')},{np.str_('IceCream')},0.116,0.36,0.87
{np.str_('Burger')},{np.str_('Salad')},0.033,0.45,1.11
"{np.str_('Coke'), np.str_('Sandwich')}",{np.str_('Soup')},0.136,0.17,1.32
"{np.str_('Pizza'), np.str_('Sandwich')}",{np.str_('Pasta')},0.063,0.71,1.23
{np.str_('Coke')},{np.str_('Sandwich')},0.118,0.23,1.23
{np.str_('Sandwich')},{np.str_('Pizza')},0.116,0.39,1.23
{np.str_('Ketchup')},{np.str_('Sandwich')},0.114,0.85,1.19
{np.str_('Ketchup')},{np.str_('Burger')},0.101,0.6,0.94
"{np.str_('Ketchup'), np.str_('Soup')}",{np.str_('Pizza')},0.02,0.15,0.94
{np.str_('Pasta')},{np.str_('Sandwich')},0.039,0.64,1.02
"{np.str_('Burger'), np.str_('Salad')}",{np.str_('Pasta')},0.044,0.11,0.88
{np.str_('Salad')},{np.str_('Soup')},0.118,0.86,1.44
{np.str_('Salad')},{np.str_('IceCream')},0.198,0.73,1.12
"{np.str_('Pasta'), np.str_('Sandwich')}",{np.str_('Coke')},0.156,0.55,1.46
{np.str_('Pizza')},{np.str_('Coke')},0.292,0.24,1.28
{np.str_('Pizza')},{np.str_('IceCream')},0.247,0.39,1.05
{np.str_('Fries')},{np.str_('Ketchup')},0.231,0.68,0.84
"{np.str_('Burger'), np.str_('Sandwich')}",{np.str_('Pizza')},0.292,0.2,1.49
{np.str_('Pizza')},{np.str_('Salad')},0.232,0.56,1.45
"{np.str_('Burger'), np.str_('Sandwich')}",{np.str_('Soup')},0.268,0.63,0.83
"{np.str_('Coke'), np.str_('Sandwich')}",{np.str_('Ketchup')},0.106,0.6,0.99
{np.str_('Sandwich')},{np.str_('Salad')},0.252,0.84,0.93
{np.str_('Burger')},{np.str_('Pizza')},0.104,0.22,1.02
{np.str_('Pizza')},{np.str_('Sandwich')},0.069,0.7,1.34
"{np.str_('Fries'), np.str_('Sandwich')}",{np.str_('IceCream')},0.288,0.74,1.45
{np.str_('Soup')},{np.str_('Salad')},0.129,0.81,0.87
"{np.str_('Sandwich'), np.str_('Salad')}",{np.str_('Burger')},0.095,0.14,1.24
"{np.str_('Coke'), np.str_('Burger')}",{np.str_('Pizza')},0.101,0.29,1.5
{np.str_('Soup')},{np.str_('IceCream')},0.076,0.28,1.36
"{np.str_('Fries'), np.str_('Salad')}",{np.str_('Pasta')},0.184,0.44,0.83
{np.str_('Pizza')},{np.str_('Burger')},0.106,0.11,1.33
{np.str_('Pizza')},{np.str_('Fries')},0.258,0.86,1.32
"{np.str_('Pizza'), np.str_('Sandwich')}",{np.str_('Salad')},0.209,0.68,1.39
"{np.str_('Fries'), np.str_('Coke')}",{np.str_('Salad')},0.224,0.25,1.06
"{np.str_('Pizza'), np.str_('Sandwich')}",{np.str_('Fries')},0.193,0.88,1.49
{np.str_('IceCream')},{np.str_('Pasta')},0.298,0.88,1.36
"{np.str_('IceCream'), np.str_('Sandwich')}",{np.str_('Pizza')},0.237,0.44,1.25
"{np.str_('Pizza'), np.str_('IceCream')}",{np.str_('Coke')},0.094,0.45,1.32
"{np.str_('Pizza'), np.str_('Salad')}",{np.str_('Burger')},0.024,0.29,1.32
"{np.str_('Soup'), np.str_('Salad')}",{np.str_('Coke')},0.063,0.34,1.15
"{np.str_('Ketchup'), np.str_('Soup')}",{np.str_('Sandwich')},0.211,0.75,1.33
{np.str_('Ketchup')},{np.str_('Pizza')},0.049,0.14,1.03
{np.str_('Soup')},{np.str_('Coke')},0.296,0.47,1.21
"{np.str_('Ketchup'), np.str_('Burger')}",{np.str_('Coke')},0.102,0.78,1.36
{np.str_('IceCream')},{np.str_('Coke')},0.152,0.18,1.25
{np.str_('IceCream')},{np.str_('Burger')},0.132,0.37,1.01
"{np.str_('Burger'), np.str_('Coke')}",{np.str_('Pasta')},0.082,0.24,1.4
{np.str_('Ketchup')},{np.str_('Salad')},0.198,0.22,1.44
"{np.str_('Coke'), np.str_('Burger')}",{np.str_('Pasta')},0.161,0.39,1.41
"{np.str_('Fries'), np.str_('Pizza')}",{np.str_('Salad')},0.224,0.47,0.83
{np.str_('Salad')},{np.str_('Sandwich')},0.153,0.34,0.94
{np.str_('Pizza')},{np.str_('IceCream')},0.053,0.27,1.5
"{np.str_('Fries'), np.str_('Soup')}",{np.str_('Salad')},0.245,0.76,1.11
"{np.str_('IceCream'), np.str_('Salad')}",{np.str_('Sandwich')},0.284,0.49,1.3
{np.str_('Pizza')},{np.str_('Pasta')},0.099,0.61,0.82
"{np.str_('Burger'), np.str_('Coke')}",{np.str_('Ketchup')},0.231,0.21,0.99
"{np.str_('Ketchup'), np.str_('Burger')}",{np.str_('Coke')},0.019,0.59,1.37
{np.str_('Soup')},{np.str_('Salad')},0.256,0.84,1.46
{np.str_('Burger')},{np.str_('Sandwich')},0.079,0.6,1.01
"{np.str_('Coke'), np.str_('IceCream')}",{np.str_('Pasta')},0.145,0.48,1.01
"{np.str_('Fries'), np.str_('Soup')}",{np.str_('Salad')},0.032,0.44,1.18
"{np.str_('Coke'), np.str_('IceCream')}",{np.str_('Burger')},0.207,0.36,1.38
"{np.str_('Pizza'), np.str_('IceCream')}",{np.str_('Coke')},0.038,0.16,0.85
"{np.str_('Ketchup'), np.str_('IceCream')}",{np.str_('Salad')},0.198,0.45,1.08
{np.str_('Soup')},{np.str_('Salad')},0.017,0.46,1.26
"{np.str_('Pizza'), np.str_('Pasta')}",{np.str_('Fries')},0.255,0.49,0.82
{np.str_('Pasta')},{np.str_('Coke')},0.136,0.55,0.83
"{np.str_('Burger'), np.str_('Salad')}",{np.str_('IceCream')},0.25,0.42,1.39
"{np.str_('Fries'), np.str_('Salad')}",{np.str_('IceCream')},0.081,0.72,1.08
"{np.str_('Fries'), np.str_('Ketchup')}",{np.str_('Pizza')},0.058,0.32,1.29
"{np.str_('IceCream'), np.str_('Sandwich')}",{np.str_('Coke')},0.095,0.52,1.39
{np.str_('Soup')},{np.str_('IceCream')},0.165,0.44,1.38
{np.str_('Fries')},{np.str_('Pasta')},0.096,0.19,0.98
{np.str_('IceCream')},{np.str_('Coke')},0.183,0.32,0.91
{np.str_('Pasta')},{np.str_('Coke')},0.209,0.41,0.99
"{np.str_('Pizza'), np.str_('IceCream')}",{np.str_('Ketchup')},0.131,0.59,1.44
"{np.str_('Pizza'), np.str_('Sandwich')}",{np.str_('Burger')},0.259,0.22,1.33
"{np.str_('Fries'), np.str_('Sandwich')}",{np.str_('Burger')},0.052,0.6,0.81
{np.str_('Fries')},{np.str_('Coke')},0.26,0.44,0.95
"{np.str_('Fries'), np.str_('Salad')}",{np.str_('Ketchup')},0.239,0.19,1.19
"{np.str_('Pasta'), np.str_('IceCream')}",{np.str_('Pizza')},0.212,0.81,1.41
{np.str_('Sandwich')},{np.str_('Coke')},0.015,0.67,1.42
{np.str_('Pasta')},{np.str_('Pizza')},0.219,0.25,1.06
{np.str_('Coke')},{np.str_('IceCream')},0.239,0.58,0.83
"{np.str_('Pasta'), np.str_('Soup')}",{np.str_('Ketchup')},0.159,0.26,0.98
"{np.str_('Pizza'), np.str_('Fries')}",{np.str_('Coke')},0.098,0.62,1.47
"{np.str_('Coke'), np.str_('Salad')}",{np.str_('Pizza')},0.153,0.29,1.13
"{np.str_('Pasta'), np.str_('IceCream')}",{np.str_('Salad')},0.244,0.52,1.1
{np.str_('Burger')},{np.str_('Coke')},0.286,0.12,1.3
"{np.str_('Pizza'), np.str_('Sandwich')}",{np.str_('Fries')},0.287,0.8,0.95
{np.str_('Pasta')},{np.str_('Sandwich')},0.193,0.28,1.21
{np.str_('Fries')},{np.str_('Soup')},0.195,0.18,1.03
{np.str_('Ketchup')},{np.str_('Fries')},0.291,0.64,1.37
{np.str_('Coke')},{np.str_('Sandwich')},0.253,0.38,1.32
{np.str_('Pasta')},{np.str_('Pizza')},0.04,0.5,0.9
{np.str_('Salad')},{np.str_('Soup')},0.268,0.3,0.85
"{np.str_('Pizza'), np.str_('Sandwich')}",{np.str_('Ketchup')},0.117,0.19,1.04
"{np.str_('Pizza'), np.str_('Burger')}",{np.str_('Sandwich')},0.01,0.9,1.09
{np.str_('Salad')},{np.str_('Fries')},0.098,0.27,1.41
"{np.str_('Ketchup'), np.str_('IceCream')}",{np.str_('Soup')},0.186,0.87,1.4
"{np.str_('Coke'), np.str_('IceCream')}",{np.str_('Sandwich')},0.13,0.84,1.08
{np.str_('Pasta')},{np.str_('Burger')},0.121,0.26,1.21
"{np.str_('Pizza'), np.str_('Pasta')}",{np.str_('IceCream')},0.268,0.39,1.4
"{np.str_('Fries'), np.str_('Pizza')}",{np.str_('Salad')},0.06,0.88,1.09
"{np.str_('Pasta'), np.str_('IceCream')}",{np.str_('Ketchup')},0.271,0.58,1.12
{np.str_('Pasta')},{np.str_('Soup')},0.019,0.62,0.87
{np.str_('Ketchup')},{np.str_('Pizza')},0.223,0.84,1.43
{np.str_('Ketchup')},{np.str_('Fries')},0.253,0.73,1.27
{np.str_('Fries')},{np.str_('Soup')},0.15,0.78,1.39
{np.str_('Coke')},{np.str_('IceCream')},0.146,0.89,1.16
"{np.str_('Coke'), np.str_('Salad')}",{np.str_('IceCream')},0.243,0.3,1.01
"{np.str_('Fries'), np.str_('Soup')}",{np.str_('Burger')},0.103,0.38,0.82
{np.str_('Ketchup')},{np.str_('IceCream')},0.26,0.28,1.42
"{np.str_('Ketchup'), np.str_('IceCream')}",{np.str_('Burger')},0.045,0.68,1.39
"{np.str_('Ketchup'), np.str_('IceCream')}",{np.str_('Fries')},0.104,0.66,1.48
{np.str_('Coke')},{np.str_('Sandwich')},0.282,0.87,1.48
"{np.str_('Pizza'), np.str_('Sandwich')}",{np.str_('Burger')},0.016,0.62,0.85
"{np.str_('Pasta'), np.str_('Soup')}",{np.str_('Salad')},0.205,0.2,1.35
{np.str_('Pizza')},{np.str_('Fries')},0.26,0.5,1.26
{np.str_('Fries')},{np.str_('Salad')},0.14,0.83,1.11
{np.str_('Sandwich')},{np.str_('Salad')},0.178,0.45,1.26
"{np.str_('Sandwich'), np.str_('Salad')}",{np.str_('Ketchup')},0.089,0.61,1.05
"{np.str_('Fries'), np.str_('Ketchup')}",{np.str_('IceCream')},0.118,0.35,1.49
"{np.str_('Pizza'), np.str_('Soup')}",{np.str_('IceCream')},0.016,0.81,1.29
{np.str_('Pizza')},{np.str_('Coke')},0.267,0.64,1.19
"{np.str_('Pizza'), np.str_('Salad')}",{np.str_('IceCream')},0.071,0.6,0.94
{np.str_('Ketchup')},{np.str_('IceCream')},0.288,0.74,1.17
{np.str_('Sandwich')},{np.str_('Fries')},0.23,0.79,0.86
{np.str_('Sandwich')},{np.str_('IceCream')},0.234,0.56,1.14
"{np.str_('Pizza'), np.str_('Salad')}",{np.str_('Burger')},0.204,0.48,1.24
"{np.str_('Burger'), np.str_('Pasta')}",{np.str_('Sandwich')},0.254,0.29,1.41
{np.str_('Pasta')},{np.str_('Salad')},0.154,0.77,1.36
{np.str_('Fries')},{np.str_('Soup')},0.124,0.28,1.1
"{np.str_('Pizza'), np.str_('Salad')}",{np.str_('Soup')},0.286,0.18,1.43
"{np.str_('Pizza'), np.str_('Burger')}",{np.str_('Soup')},0.206,0.13,1.27
{np.str_('IceCream')},{np.str_('Burger')},0.05,0.15,1.07
{np.str_('Ketchup')},{np.str_('Fries')},0.06,0.88,0.86
{np.str_('Fries')},{np.str_('Pizza')},0.182,0.15,1.12
"{np.str_('IceCream'), np.str_('Sandwich')}",{np.str_('Coke')},0.086,0.83,1.39
"{np.str_('Ketchup'), np.str_('Coke')}",{np.str_('Burger')},0.222,0.38,1.5
{np.str_('Pizza')},{np.str_('Fries')},0.292,0.32,1.35
"{np.str_('Burger'), np.str_('Pasta')}",{np.str_('Sandwich')},0.23,0.58,1.15
"{np.str_('Pizza'), np.str_('Burger')}",{np.str_('Fries')},0.073,0.79,1.21
"{np.str_('Fries'), np.str_('Pasta')}",{np.str_('Coke')},0.221,0.48,1.39
{np.str_('Coke')},{np.str_('Fries')},0.277,0.32,1.22
"{np.str_('Fries'), np.str_('Burger')}",{np.str_('IceCream')},0.124,0.16,1.05
{np.str_('Coke')},{np.str_('Ketchup')},0.285,0.81,0.97
{np.str_('Pasta')},{np.str_('Soup')},0.029,0.63,1.06
{np.str_('Sandwich')},{np.str_('Coke')},0.219,0.59,1.16
"{np.str_('Soup'), np.str_('Sandwich')}",{np.str_('IceCream')},0.146,0.42,0.91
"{np.str_('Fries'), np.str_('Ketchup')}",{np.str_('IceCream')},0.298,0.53,0.83
"{np.str_('Pasta'), np.str_('Sandwich')}",{np.str_('Ketchup')},0.039,0.81,0.94
{np.str_('Pasta')},{np.str_('Coke')},0.136,0.88,1.1
"{np.str_('Pizza'), np.str_('Salad')}",{np.str_('Ketchup')},0.235,0.15,1.24
{np.str_('Burger')},{np.str_('Fries')},0.294,0.82,1.48
{np.str_('Pasta')},{np.str_('Sandwich')},0.031,0.12,1.17
{np.str_('Sandwich')},{np.str_('Burger')},0.157,0.49,0.91
{np.str_('Burger')},{np.str_('Fries')},0.185,0.4,0.93
"{np.str_('Ketchup'), np.str_('Burger')}",{np.str_('Fries')},0.298,0.65,1.02
"{np.str_('Burger'), np.str_('Coke')}",{np.str_('Sandwich')},0.12,0.81,0.99
"{np.str_('Soup'), np.str_('Salad')}",{np.str_('IceCream')},0.156,0.37,0.93
{np.str_('Fries')},{np.str_('Sandwich')},0.146,0.21,1.34
{np.str_('Coke')},{np.str_('Soup')},0.081,0.13,0.97
"{np.str_('IceCream'), np.str_('Salad')}",{np.str_('Ketchup')},0.125,0.87,1.09
{np.str_('Soup')},{np.str_('Pizza')},0.053,0.8,1.17
{np.str_('IceCream')},{np.str_('Ketchup')},0.025,0.49,1.07
"{np.str_('Burger'), np.str_('Pasta')}",{np.str_('Fries')},0.027,0.8,1.48
"{np.str_('Fries'), np.str_('Soup')}",{np.str_('Salad')},0.246,0.32,1.39
{np.str_('Pizza')},{np.str_('Coke')},0.151,0.21,1.27
"{np.str_('Pizza'), np.str_('Coke')}",{np.str_('Soup')},0.186,0.47,1.0
{np.str_('Fries')},{np.str_('Soup')},0.108,0.89,1.23
"{np.str_('Ketchup'), np.str_('Pasta')}",{np.str_('Salad')},0.134,0.55,0.88
"{np.str_('Fries'), np.str_('Pasta')}",{np.str_('Coke')},0.13,0.32,1.13
"{np.str_('Burger'), np.str_('Salad')}",{np.str_('Soup')},0.044,0.42,1.24
"{np.str_('Fries'), np.str_('IceCream')}",{np.str_('Ketchup')},0.25,0.27,1.48
"{np.str_('Fries'), np.str_('Sandwich')}",{np.str_('Soup')},0.252,0.23,1.0
"{np.str_('Pasta'), np.str_('IceCream')}",{np.str_('Sandwich')},0.082,0.87,0.99
"{np.str_('Fries'), np.str_('Ketchup')}",{np.str_('Pasta')},0.089,0.74,0.86
"{np.str_('Coke'), np.str_('Burger')}",{np.str_('Soup')},0.027,0.88,0.92
"{np.str_('Coke'), np.str_('Burger')}",{np.str_('Salad')},0.019,0.71,0.89
"{np.str_('Fries'), np.str_('Sandwich')}",{np.str_('Ketchup')},0.283,0.49,1.39
